location,parameter,value,unit,date,latitude,longitude
Velachery (Urban),pm25,77.62778366861801,µg/m³,2025-10-21 20:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,74.73167852847273,µg/m³,2025-10-21 20:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,43.592978176705486,µg/m³,2025-10-21 20:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,11.291803023715055,µg/m³,2025-10-21 20:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,72.1787281471782,µg/m³,2025-10-21 20:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.373287439569018,mg/m³,2025-10-21 20:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,49.24656419409495,µg/m³,2025-10-21 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,162.3786997125252,µg/m³,2025-10-21 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,38.94020592248644,µg/m³,2025-10-21 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,13.404145299787077,µg/m³,2025-10-21 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,43.68366340444408,µg/m³,2025-10-21 21:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.3886330551629555,mg/m³,2025-10-21 21:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,107.87834119901092,µg/m³,2025-10-21 21:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,152.96199851848363,µg/m³,2025-10-21 21:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,43.80168511013533,µg/m³,2025-10-21 21:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,9.017428123409717,µg/m³,2025-10-21 21:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,41.825988599181414,µg/m³,2025-10-21 21:30:40.011691,13.1027,80.2907
Adyar (Urban),co,2.346150219173137,mg/m³,2025-10-21 21:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,52.47914826516203,µg/m³,2025-10-21 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,79.74713323948022,µg/m³,2025-10-21 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,17.49020310174339,µg/m³,2025-10-21 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,24.805138992934314,µg/m³,2025-10-21 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,74.19646850297858,µg/m³,2025-10-21 21:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.8064534776944581,mg/m³,2025-10-21 21:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,44.408210493059876,µg/m³,2025-10-21 21:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,115.26172075955415,µg/m³,2025-10-21 21:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,88.69390830062149,µg/m³,2025-10-21 21:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,26.488121578428697,µg/m³,2025-10-21 21:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,78.87766378749677,µg/m³,2025-10-21 21:30:40.011691,13.0927,80.2607
Velachery (Urban),co,3.550609813419595,mg/m³,2025-10-21 21:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,36.62169771723089,µg/m³,2025-10-21 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,131.41607627714984,µg/m³,2025-10-21 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,13.976504638026974,µg/m³,2025-10-21 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,12.86666214487601,µg/m³,2025-10-21 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,44.62849188624562,µg/m³,2025-10-21 22:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.5059262235263868,mg/m³,2025-10-21 22:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,86.62360603112316,µg/m³,2025-10-21 22:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,109.83419274807189,µg/m³,2025-10-21 22:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,34.945822778131614,µg/m³,2025-10-21 22:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,26.051591935941826,µg/m³,2025-10-21 22:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,27.650641729132946,µg/m³,2025-10-21 22:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.9090959735830446,mg/m³,2025-10-21 22:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,59.99470754562208,µg/m³,2025-10-21 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,146.10723052911646,µg/m³,2025-10-21 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,29.26844436378819,µg/m³,2025-10-21 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,21.29047658290858,µg/m³,2025-10-21 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,50.81105066900583,µg/m³,2025-10-21 22:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,2.1420701894701093,mg/m³,2025-10-21 22:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,36.70610690936566,µg/m³,2025-10-21 22:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,97.19755607363763,µg/m³,2025-10-21 22:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,26.340441219640855,µg/m³,2025-10-21 22:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,17.680876444518503,µg/m³,2025-10-21 22:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,20.018904171953757,µg/m³,2025-10-21 22:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.243854303764789,mg/m³,2025-10-21 22:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,71.96298044298433,µg/m³,2025-10-21 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,70.63688976969794,µg/m³,2025-10-21 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,25.035507713620493,µg/m³,2025-10-21 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,13.801720050764686,µg/m³,2025-10-21 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,61.964067481351776,µg/m³,2025-10-21 23:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.7959777072640004,mg/m³,2025-10-21 23:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,54.69525108953108,µg/m³,2025-10-21 23:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,92.49896644851381,µg/m³,2025-10-21 23:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,33.38088194282117,µg/m³,2025-10-21 23:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,7.256529682312919,µg/m³,2025-10-21 23:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,73.73243426326638,µg/m³,2025-10-21 23:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.12420921335716786,mg/m³,2025-10-21 23:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,83.84855853736885,µg/m³,2025-10-21 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,52.73536672176713,µg/m³,2025-10-21 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,16.380093330741637,µg/m³,2025-10-21 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,23.745444790172638,µg/m³,2025-10-21 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,14.03869594808156,µg/m³,2025-10-21 23:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,2.219004753142615,mg/m³,2025-10-21 23:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,49.54962366620785,µg/m³,2025-10-21 23:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,74.1800175078654,µg/m³,2025-10-21 23:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,41.628122035806065,µg/m³,2025-10-21 23:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,28.690650869157157,µg/m³,2025-10-21 23:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,65.21507268629503,µg/m³,2025-10-21 23:30:40.011691,13.0927,80.2607
Velachery (Urban),co,2.167285943807084,mg/m³,2025-10-21 23:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,82.44724098388792,µg/m³,2025-10-22 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,76.03574736477398,µg/m³,2025-10-22 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,14.499255149725434,µg/m³,2025-10-22 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,28.493524970066886,µg/m³,2025-10-22 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,66.05337670071387,µg/m³,2025-10-22 00:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.9020349932172829,mg/m³,2025-10-22 00:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,20.17096187167055,µg/m³,2025-10-22 00:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,51.08083813818477,µg/m³,2025-10-22 00:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,26.396154534100848,µg/m³,2025-10-22 00:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,14.773901591344963,µg/m³,2025-10-22 00:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,44.62004416974406,µg/m³,2025-10-22 00:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.7937282628574919,mg/m³,2025-10-22 00:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,62.65728212078205,µg/m³,2025-10-22 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,94.82853489247518,µg/m³,2025-10-22 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,58.41188223920002,µg/m³,2025-10-22 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,29.484672602350127,µg/m³,2025-10-22 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,58.28892570788888,µg/m³,2025-10-22 00:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.1757666135213785,mg/m³,2025-10-22 00:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,38.53273215962032,µg/m³,2025-10-22 00:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,100.4141699435485,µg/m³,2025-10-22 00:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,39.30102068627065,µg/m³,2025-10-22 00:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,16.08115663028417,µg/m³,2025-10-22 00:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,57.35514744526023,µg/m³,2025-10-22 00:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.7743788719291007,mg/m³,2025-10-22 00:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,74.16833806039831,µg/m³,2025-10-22 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,114.14250277518808,µg/m³,2025-10-22 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,25.147816693646917,µg/m³,2025-10-22 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,21.239406967023662,µg/m³,2025-10-22 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,36.7042148883647,µg/m³,2025-10-22 01:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.566992624733741,mg/m³,2025-10-22 01:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,26.462266465693112,µg/m³,2025-10-22 01:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,82.32486814636425,µg/m³,2025-10-22 01:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,48.94815520756444,µg/m³,2025-10-22 01:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,18.071115303326415,µg/m³,2025-10-22 01:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,36.41288998124155,µg/m³,2025-10-22 01:30:40.011691,13.1027,80.2907
Adyar (Urban),co,1.2432407517118576,mg/m³,2025-10-22 01:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,90.72344418354828,µg/m³,2025-10-22 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,59.07314867959656,µg/m³,2025-10-22 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,14.015963575689145,µg/m³,2025-10-22 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,21.424105718783917,µg/m³,2025-10-22 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,61.61528055818131,µg/m³,2025-10-22 01:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.9712300043105622,mg/m³,2025-10-22 01:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,75.17284660982881,µg/m³,2025-10-22 01:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,124.86735963695182,µg/m³,2025-10-22 01:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,33.029193042371475,µg/m³,2025-10-22 01:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,16.387297890176235,µg/m³,2025-10-22 01:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,77.68858395812929,µg/m³,2025-10-22 01:30:40.011691,13.0927,80.2607
Velachery (Urban),co,0.17220794244478166,mg/m³,2025-10-22 01:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,55.179601022672344,µg/m³,2025-10-22 02:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,72.64151647225766,µg/m³,2025-10-22 02:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,15.560891569991494,µg/m³,2025-10-22 02:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,18.440280182193078,µg/m³,2025-10-22 02:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,22.474081290936923,µg/m³,2025-10-22 02:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.8330891907374465,mg/m³,2025-10-22 02:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,45.339446786407905,µg/m³,2025-10-22 02:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,86.34690273803872,µg/m³,2025-10-22 02:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,33.787206159867075,µg/m³,2025-10-22 02:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,16.14426393703399,µg/m³,2025-10-22 02:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,75.92858653672958,µg/m³,2025-10-22 02:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.7597536652418052,mg/m³,2025-10-22 02:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,49.82208738364247,µg/m³,2025-10-22 02:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,52.520575376045315,µg/m³,2025-10-22 02:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,59.77661985514183,µg/m³,2025-10-22 02:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,5.747807672498685,µg/m³,2025-10-22 02:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,47.72566079800019,µg/m³,2025-10-22 02:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.7219826469088593,mg/m³,2025-10-22 02:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,64.181150378902,µg/m³,2025-10-22 02:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,131.2602608520374,µg/m³,2025-10-22 02:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,49.45394292339781,µg/m³,2025-10-22 02:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,9.002189333671598,µg/m³,2025-10-22 02:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,28.42969102913708,µg/m³,2025-10-22 02:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.29465512300704,mg/m³,2025-10-22 02:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,55.72908956296815,µg/m³,2025-10-22 03:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,76.48075076193561,µg/m³,2025-10-22 03:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,42.36481580301266,µg/m³,2025-10-22 03:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,26.409378758535087,µg/m³,2025-10-22 03:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,67.7550232354352,µg/m³,2025-10-22 03:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.8600660100943348,mg/m³,2025-10-22 03:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,36.366132673426286,µg/m³,2025-10-22 03:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,43.218232971579134,µg/m³,2025-10-22 03:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,43.12902132956865,µg/m³,2025-10-22 03:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,26.261594415543875,µg/m³,2025-10-22 03:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,54.72388849827574,µg/m³,2025-10-22 03:30:40.011691,13.1027,80.2907
Adyar (Urban),co,1.976889050022987,mg/m³,2025-10-22 03:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,33.12975111326737,µg/m³,2025-10-22 03:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,47.433844541559296,µg/m³,2025-10-22 03:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,39.979949925725506,µg/m³,2025-10-22 03:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,25.361802756753487,µg/m³,2025-10-22 03:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,38.945076548138346,µg/m³,2025-10-22 03:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,0.6314926656582129,mg/m³,2025-10-22 03:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,51.84928606135816,µg/m³,2025-10-22 03:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,98.21063740368129,µg/m³,2025-10-22 03:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,21.5328767040082,µg/m³,2025-10-22 03:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,20.141327138666465,µg/m³,2025-10-22 03:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,40.40502815022115,µg/m³,2025-10-22 03:30:40.011691,13.0927,80.2607
Velachery (Urban),co,1.206704010441808,mg/m³,2025-10-22 03:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,43.30930320687149,µg/m³,2025-10-22 04:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,53.37306737078613,µg/m³,2025-10-22 04:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,49.255611528247734,µg/m³,2025-10-22 04:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,15.343834799728988,µg/m³,2025-10-22 04:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,40.15456853725818,µg/m³,2025-10-22 04:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,1.8567244518426782,mg/m³,2025-10-22 04:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,63.51349069947973,µg/m³,2025-10-22 04:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,146.54643639373705,µg/m³,2025-10-22 04:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,25.284082062302687,µg/m³,2025-10-22 04:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,13.585565935691427,µg/m³,2025-10-22 04:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,54.3087584365159,µg/m³,2025-10-22 04:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.1216782986805451,mg/m³,2025-10-22 04:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,54.60180996947555,µg/m³,2025-10-22 04:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),pm10,121.47712343906376,µg/m³,2025-10-22 04:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),no2,56.5951018769019,µg/m³,2025-10-22 04:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),so2,17.743433640329158,µg/m³,2025-10-22 04:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),o3,43.285037493197116,µg/m³,2025-10-22 04:30:40.011691,13.062700000000001,80.25070000000001
Anna Nagar (Urban),co,1.1252108792445943,mg/m³,2025-10-22 04:30:40.011691,13.062700000000001,80.25070000000001
Velachery (Urban),pm25,73.05645907051242,µg/m³,2025-10-22 04:30:40.011691,13.0927,80.2607
Velachery (Urban),pm10,70.8178513241356,µg/m³,2025-10-22 04:30:40.011691,13.0927,80.2607
Velachery (Urban),no2,49.106577725234246,µg/m³,2025-10-22 04:30:40.011691,13.0927,80.2607
Velachery (Urban),so2,14.74213798591884,µg/m³,2025-10-22 04:30:40.011691,13.0927,80.2607
Velachery (Urban),o3,39.13760267783938,µg/m³,2025-10-22 04:30:40.011691,13.0927,80.2607
Velachery (Urban),co,0.10972949807889486,mg/m³,2025-10-22 04:30:40.011691,13.0927,80.2607
Manali (Urban),pm25,68.21989346199373,µg/m³,2025-10-22 05:30:40.011691,13.232700000000001,80.3207
Manali (Urban),pm10,75.92425245075668,µg/m³,2025-10-22 05:30:40.011691,13.232700000000001,80.3207
Manali (Urban),no2,45.19596605326034,µg/m³,2025-10-22 05:30:40.011691,13.232700000000001,80.3207
Manali (Urban),so2,27.4794808811648,µg/m³,2025-10-22 05:30:40.011691,13.232700000000001,80.3207
Manali (Urban),o3,37.656739642310384,µg/m³,2025-10-22 05:30:40.011691,13.232700000000001,80.3207
Manali (Urban),co,0.5143673382491671,mg/m³,2025-10-22 05:30:40.011691,13.232700000000001,80.3207
Adyar (Urban),pm25,82.96042066621226,µg/m³,2025-10-22 05:30:40.011691,13.1027,80.2907
Adyar (Urban),pm10,85.50927821907288,µg/m³,2025-10-22 05:30:40.011691,13.1027,80.2907
Adyar (Urban),no2,13.75788369154425,µg/m³,2025-10-22 05:30:40.011691,13.1027,80.2907
Adyar (Urban),so2,26.981337739412744,µg/m³,2025-10-22 05:30:40.011691,13.1027,80.2907
Adyar (Urban),o3,68.55594124842352,µg/m³,2025-10-22 05:30:40.011691,13.1027,80.2907
Adyar (Urban),co,0.7125683764762302,mg/m³,2025-10-22 05:30:40.011691,13.1027,80.2907
Anna Nagar (Urban),pm25,27.92216390854091,µg/m³,2025-10-22 05:30:40.011691,13.062700000000001,80.25070000000001
