date,latitude,longitude,location,location_type,aod_550,trop_no2,trop_co
2023-01-01,13.125,79.91499999999999,Thiruvallur (Rural),Rural,0.241335509432441,18.07088336274562,0.4049396715512691
2023-01-01,13.13,79.905,Thiruvallur (Rural),Rural,0.31502353888693,15.5042693888782,0.4367756076318696
2023-01-01,13.13,79.91,Thiruvallur (Rural),Rural,0.30095172198409736,20.460522619049392,0.5404877291786534
2023-01-01,13.13,79.91499999999999,Thiruvallur (Rural),Rural,0.23108847766627916,18.189472998638376,0.4567977221385049
2023-01-01,13.135000000000002,79.905,Thiruvallur (Rural),Rural,0.1961284756651292,19.489411477208776,0.39626021727443445
2023-01-01,13.135000000000002,79.91,Thiruvallur (Rural),Rural,0.24863968741522152,14.37731108852398,0.5709031197943687
2023-01-01,13.135000000000002,79.91499999999999,Thiruvallur (Rural),Rural,0.20693463257312378,13.828037272270382,0.5534436310395998
2023-01-01,12.965,79.935,Sriperumbudur (Rural),Rural,0.18890418374494444,20.64789738955209,0.5678957182859944
2023-01-01,12.965,79.94,Sriperumbudur (Rural),Rural,0.26731474938961797,21.51197190401308,0.4960372681643313
2023-01-01,12.965,79.945,Sriperumbudur (Rural),Rural,0.2815056776963909,18.490948688136214,0.614630743464341
2023-01-01,12.97,79.935,Sriperumbudur (Rural),Rural,0.29430675837527187,21.874091513546603,0.4193812342922188
2023-01-01,12.97,79.94,Sriperumbudur (Rural),Rural,0.17878232691108856,17.507843253656077,0.3547647267564895
2023-01-01,12.97,79.945,Sriperumbudur (Rural),Rural,0.2960549304209388,22.616618071600502,0.5385552222502779
2023-01-01,12.975000000000001,79.935,Sriperumbudur (Rural),Rural,0.25216171561539935,19.396903962826308,0.5650379539868424
2023-01-01,12.975000000000001,79.94,Sriperumbudur (Rural),Rural,0.24789764898458017,23.23423516823208,0.5561973276377522
2023-01-01,12.975000000000001,79.945,Sriperumbudur (Rural),Rural,0.29788258265598955,22.626542972391096,0.37906073785247807
2023-01-01,12.834999999999999,79.69500000000001,Kanchipuram (Rural),Rural,0.2543051369253598,15.296369832653255,0.45150184636380325
2023-01-01,12.834999999999999,79.7,Kanchipuram (Rural),Rural,0.31468501903925544,20.400817452416405,0.4428413849587759
2023-01-01,12.834999999999999,79.705,Kanchipuram (Rural),Rural,0.20492773033340927,19.078052598926725,0.5697228856582996
2023-01-01,12.84,79.69500000000001,Kanchipuram (Rural),Rural,0.28803682889473325,23.09930631764653,0.4085650365515608
2023-01-01,12.84,79.7,Kanchipuram (Rural),Rural,0.31607205182462184,18.659889659563483,0.4167344661480048
2023-01-01,12.84,79.705,Kanchipuram (Rural),Rural,0.18994614772247453,17.983370711294167,0.4512575652438538
2023-01-01,12.845,79.69500000000001,Kanchipuram (Rural),Rural,0.2614109580315014,20.172106035934657,0.40886282234465976
2023-01-01,12.845,79.7,Kanchipuram (Rural),Rural,0.1904788698521261,18.667665727825224,0.547678624233056
2023-01-01,12.845,79.705,Kanchipuram (Rural),Rural,0.20230363706962856,19.322065230197783,0.36357895812613594
2023-01-02,13.225,80.315,Manali (Urban),Urban,0.4668376890185246,26.900454050497437,0.7299506093689411
2023-01-02,13.225,80.32,Manali (Urban),Urban,0.4178996794779176,24.1383655603785,0.8823153071731656
2023-01-02,13.225,80.32499999999999,Manali (Urban),Urban,0.4763778273117252,30.622189530866287,0.9061137970546782
2023-01-02,13.23,80.315,Manali (Urban),Urban,0.4908079078909805,25.855647788853013,0.562613584935097
2023-01-02,13.23,80.32,Manali (Urban),Urban,0.4738402126187624,32.989305163929735,0.7277419218521768
2023-01-02,13.23,80.32499999999999,Manali (Urban),Urban,0.3678934923865931,22.158847089695314,0.8588949573978656
2023-01-02,13.235000000000001,80.315,Manali (Urban),Urban,0.29443219863272146,35.94651018637772,0.8643988829160817
2023-01-02,13.235000000000001,80.32,Manali (Urban),Urban,0.385091291213576,24.59317176454914,1.0320985412039068
2023-01-02,13.235000000000001,80.32499999999999,Manali (Urban),Urban,0.31360005602774865,21.669081637470548,0.9210614353283499
2023-01-02,13.094999999999999,80.28500000000001,Adyar (Urban),Urban,0.35183835749982667,28.094406642501113,0.6750033681617328
2023-01-02,13.094999999999999,80.29,Adyar (Urban),Urban,0.4826116754922106,36.821541803022214,0.6963627844442792
2023-01-02,13.094999999999999,80.295,Adyar (Urban),Urban,0.4814276212890009,34.01082147911185,0.61896674754362
2023-01-02,13.1,80.28500000000001,Adyar (Urban),Urban,0.43651522919037844,35.954691958070676,0.575450359198046
2023-01-02,13.1,80.29,Adyar (Urban),Urban,0.4580402993144357,27.165117174473004,0.7752576697442319
2023-01-02,13.1,80.295,Adyar (Urban),Urban,0.38128011735350187,22.957496551394964,0.8441367114234971
2023-01-02,13.105,80.28500000000001,Adyar (Urban),Urban,0.3084128489791327,30.46984610330268,0.6027448049188587
2023-01-02,13.105,80.29,Adyar (Urban),Urban,0.2916638744794671,22.474410549867468,0.7977969458026642
2023-01-02,13.105,80.295,Adyar (Urban),Urban,0.4877626580148745,25.053760430851703,0.9505497602021362
2023-01-02,13.055,80.245,Anna Nagar (Urban),Urban,0.4606521300656019,36.390711818113374,0.7284388728848513
2023-01-02,13.055,80.25,Anna Nagar (Urban),Urban,0.5151735394811479,34.546478811802146,0.6660131288061144
2023-01-02,13.055,80.255,Anna Nagar (Urban),Urban,0.3423714781851981,32.35563101374855,0.8142367301624682
2023-01-02,13.06,80.245,Anna Nagar (Urban),Urban,0.5153121872854687,29.344383262821488,0.8786754536521609
2023-01-02,13.06,80.25,Anna Nagar (Urban),Urban,0.47837185221038553,29.21941142324298,0.5723562436931923
2023-01-02,13.06,80.255,Anna Nagar (Urban),Urban,0.3909141805225112,38.43194808151463,0.9332791977916852
2023-01-02,13.065000000000001,80.245,Anna Nagar (Urban),Urban,0.4686480139857321,35.66259599101406,0.7203934454418125
2023-01-02,13.065000000000001,80.25,Anna Nagar (Urban),Urban,0.3982469001333161,30.0766006216216,0.5648442643405783
2023-01-02,13.065000000000001,80.255,Anna Nagar (Urban),Urban,0.36597871979908914,38.08263932753073,0.8713920962183292
2023-01-02,13.084999999999999,80.19500000000001,Velachery (Urban),Urban,0.48338159972047984,27.365744435915804,0.9447132621979455
2023-01-02,13.084999999999999,80.2,Velachery (Urban),Urban,0.38527889410243404,36.81513860602425,0.8228956822185881
2023-01-02,13.084999999999999,80.205,Velachery (Urban),Urban,0.4734429867441218,38.60837690141775,0.8952079130387405
2023-01-02,13.09,80.19500000000001,Velachery (Urban),Urban,0.4075197182932485,31.474800906128266,0.7343369395749231
2023-01-02,13.09,80.2,Velachery (Urban),Urban,0.4834982600274622,29.431331410522027,0.7075846676741423
2023-01-02,13.09,80.205,Velachery (Urban),Urban,0.47889272895983837,27.549546964586217,0.7867140517165293
2023-01-02,13.095,80.19500000000001,Velachery (Urban),Urban,0.3511635392985883,31.60778373441987,0.8211747446821047
2023-01-02,13.095,80.2,Velachery (Urban),Urban,0.3475253060308447,37.49068782277601,0.6294793957161318
2023-01-02,13.095,80.205,Velachery (Urban),Urban,0.4543707506170835,36.31772986733717,0.9424227204186613
2023-01-02,13.045,80.08500000000001,Poonamallee (Rural),Rural,0.26363654865871655,20.261291442365902,0.43731597796436966
2023-01-02,13.045,80.09,Poonamallee (Rural),Rural,0.2575090486206226,18.628311775399865,0.5787354838191479
2023-01-02,13.045,80.095,Poonamallee (Rural),Rural,0.24545659780449713,19.196267792682995,0.49598704280270833
2023-01-02,13.05,80.08500000000001,Poonamallee (Rural),Rural,0.25487721474734804,14.326175150589284,0.5926314730136905
2023-01-02,13.05,80.09,Poonamallee (Rural),Rural,0.27117904919010194,13.9538176139565,0.4002179501777402
2023-01-02,13.05,80.095,Poonamallee (Rural),Rural,0.31647909989057466,23.36462455557742,0.3843965427811026
2023-01-02,13.055000000000001,80.08500000000001,Poonamallee (Rural),Rural,0.2889637268982378,13.472317081451765,0.5379535654998087
2023-01-02,13.055000000000001,80.09,Poonamallee (Rural),Rural,0.27044119984593984,18.849099164166827,0.4551514424990474
2023-01-02,13.055000000000001,80.095,Poonamallee (Rural),Rural,0.3194664143941449,16.68425619669398,0.35065545736724335
2023-01-02,13.125,79.905,Thiruvallur (Rural),Rural,0.23910506798050968,22.21050730148408,0.6034110242303563
2023-01-02,13.125,79.91,Thiruvallur (Rural),Rural,0.25589046638770097,14.438060269105428,0.5606474252937144
2023-01-02,13.125,79.91499999999999,Thiruvallur (Rural),Rural,0.2836168774916939,20.091014524226374,0.391870292800663
2023-01-02,13.13,79.905,Thiruvallur (Rural),Rural,0.21307599932786755,18.718066262815224,0.4557827906505492
2023-01-02,13.13,79.91,Thiruvallur (Rural),Rural,0.2905518326597877,13.203998149919892,0.4032353458883144
2023-01-02,13.13,79.91499999999999,Thiruvallur (Rural),Rural,0.18608741622461253,17.822408357044157,0.4129475174068254
2023-01-02,13.135000000000002,79.905,Thiruvallur (Rural),Rural,0.25713152774712933,15.18019905876626,0.6186428740965212
2023-01-02,13.135000000000002,79.91,Thiruvallur (Rural),Rural,0.2607911671283891,16.495355029804678,0.38880424338803227
2023-01-02,13.135000000000002,79.91499999999999,Thiruvallur (Rural),Rural,0.3075113676257376,21.463153599860537,0.4396913259943245
2023-01-02,12.965,79.935,Sriperumbudur (Rural),Rural,0.28213310715219975,19.003452207144854,0.6454346735060028
2023-01-02,12.965,79.94,Sriperumbudur (Rural),Rural,0.29588208861086945,20.478479133518913,0.4624295002574941
2023-01-02,12.965,79.945,Sriperumbudur (Rural),Rural,0.3134009293557799,20.279563452583343,0.5429983963748791
2023-01-02,12.97,79.935,Sriperumbudur (Rural),Rural,0.31784268244226543,22.28288577679072,0.6082224822781205
2023-01-02,12.97,79.94,Sriperumbudur (Rural),Rural,0.30345611477585205,15.960753993743975,0.6288116134686788
2023-01-02,12.97,79.945,Sriperumbudur (Rural),Rural,0.28788918121997387,22.721719291251738,0.47834866160170164
2023-01-02,12.975000000000001,79.935,Sriperumbudur (Rural),Rural,0.19740221583930295,15.510610744521266,0.5578611316567783
2023-01-02,12.975000000000001,79.94,Sriperumbudur (Rural),Rural,0.2730089405730856,20.717779994626326,0.3928411725830875
2023-01-02,12.975000000000001,79.945,Sriperumbudur (Rural),Rural,0.2824542201573738,16.73448374312715,0.6285440156384208
2023-01-02,12.834999999999999,79.69500000000001,Kanchipuram (Rural),Rural,0.31708310650151195,21.026340878376118,0.4934999657091248
2023-01-02,12.834999999999999,79.7,Kanchipuram (Rural),Rural,0.1819230357869353,19.83078993638063,0.5072943316418865
2023-01-02,12.834999999999999,79.705,Kanchipuram (Rural),Rural,0.31694683177540706,16.354351335094112,0.3595889400695207
2023-01-02,12.84,79.69500000000001,Kanchipuram (Rural),Rural,0.20637686560958318,22.87151168600633,0.5658544000597996
2023-01-02,12.84,79.7,Kanchipuram (Rural),Rural,0.2841705955147725,21.631336665636038,0.372234162907776
2023-01-02,12.84,79.705,Kanchipuram (Rural),Rural,0.30617178389334715,18.810474885680858,0.4638040401485578
2023-01-02,12.845,79.69500000000001,Kanchipuram (Rural),Rural,0.18503603074299235,22.436641412961517,0.36675087444583043
2023-01-02,12.845,79.7,Kanchipuram (Rural),Rural,0.2171562323031323,21.436974985405012,0.3943868222437886
2023-01-02,12.845,79.705,Kanchipuram (Rural),Rural,0.2931090952778032,16.637936417391092,0.5414026218584667
2023-01-03,13.225,80.315,Manali (Urban),Urban,0.4242736226618169,25.346583449582365,0.8594055205737784
2023-01-03,13.225,80.32,Manali (Urban),Urban,0.47098938208811475,25.074101107313865,0.5657774769370212
2023-01-03,13.225,80.32499999999999,Manali (Urban),Urban,0.46158351816931265,28.91252406501279,0.8659565393797489
2023-01-03,13.23,80.315,Manali (Urban),Urban,0.29260220153932515,26.645216180910026,0.7206007969552483
2023-01-03,13.23,80.32,Manali (Urban),Urban,0.2825757894120804,30.114658329299658,0.9645901283877617
2023-01-03,13.23,80.32499999999999,Manali (Urban),Urban,0.4042150129295257,26.878307077323562,0.814863178094172
2023-01-03,13.235000000000001,80.315,Manali (Urban),Urban,0.46487588493712223,27.48419914049635,0.8130732637289338
2023-01-03,13.235000000000001,80.32,Manali (Urban),Urban,0.4206284924542569,33.828965365903315,0.7305333948581485
2023-01-03,13.235000000000001,80.32499999999999,Manali (Urban),Urban,0.33490417110357373,33.98078749782167,0.8813147903250019
2023-01-03,13.094999999999999,80.28500000000001,Adyar (Urban),Urban,0.3127686383876258,34.622682449662015,0.970650760922998
2023-01-03,13.094999999999999,80.29,Adyar (Urban),Urban,0.3484290997081465,31.564014775565575,1.0077844432672318
2023-01-03,13.094999999999999,80.295,Adyar (Urban),Urban,0.43788348452349646,24.61346933075666,0.9956924341246115
2023-01-03,13.1,80.28500000000001,Adyar (Urban),Urban,0.4943451792571892,26.849596311896047,0.9503525824933603
2023-01-03,13.1,80.29,Adyar (Urban),Urban,0.4746688958219392,31.6515815638083,0.5707357939239585
2023-01-03,13.1,80.295,Adyar (Urban),Urban,0.28214527567614645,28.810473439362617,0.8319058607663599
2023-01-03,13.105,80.28500000000001,Adyar (Urban),Urban,0.4725119986266032,34.341270106065906,0.7688763992631596
2023-01-03,13.105,80.29,Adyar (Urban),Urban,0.46377519868813166,29.584909137677798,0.9870606237430325
2023-01-03,13.105,80.295,Adyar (Urban),Urban,0.4099670371130937,30.721771396756253,0.8659799275864052
2023-01-03,13.055,80.245,Anna Nagar (Urban),Urban,0.41418147886524515,35.8423362188758,0.7064661714384882
2023-01-03,13.055,80.25,Anna Nagar (Urban),Urban,0.5169816370362529,32.79842863386526,0.7034082130068782
2023-01-03,13.055,80.255,Anna Nagar (Urban),Urban,0.4688586334664254,24.39867030568946,1.0173389516281868
2023-01-03,13.06,80.245,Anna Nagar (Urban),Urban,0.37583942067092363,34.417836558868586,0.7470614488440009
2023-01-03,13.06,80.25,Anna Nagar (Urban),Urban,0.30583490998714985,36.469062030359154,0.6590320737650828
2023-01-03,13.06,80.255,Anna Nagar (Urban),Urban,0.3428976988088631,25.14253415171311,0.5927509639937266
2023-01-03,13.065000000000001,80.245,Anna Nagar (Urban),Urban,0.3291127543905907,31.071314863554424,0.5637417799409781
2023-01-03,13.065000000000001,80.25,Anna Nagar (Urban),Urban,0.3233816865211838,30.334292487798923,0.8527845857417168
2023-01-03,13.065000000000001,80.255,Anna Nagar (Urban),Urban,0.4192409946261833,23.040362998695198,0.9355904027123615
2023-01-03,13.084999999999999,80.19500000000001,Velachery (Urban),Urban,0.29421438229258473,29.528737986131944,0.603240066859816
2023-01-03,13.084999999999999,80.2,Velachery (Urban),Urban,0.2976947180220913,36.9533394642547,0.6730814295844418
2023-01-03,13.084999999999999,80.205,Velachery (Urban),Urban,0.4673942262184668,36.56381273875405,0.8817875852623929
2023-01-03,13.09,80.19500000000001,Velachery (Urban),Urban,0.35118445485723104,30.633926642441693,0.9112523297857628
2023-01-03,13.09,80.2,Velachery (Urban),Urban,0.2882129610290658,25.624747132162256,0.6362328241041534
2023-01-03,13.09,80.205,Velachery (Urban),Urban,0.4413638873853025,36.707769481443144,0.6357771549444768
2023-01-03,13.095,80.19500000000001,Velachery (Urban),Urban,0.4286875051120995,22.3443336520889,0.9223392142436257
2023-01-03,13.095,80.2,Velachery (Urban),Urban,0.4960007465676365,30.50491598262563,0.6793107308149017
2023-01-03,13.095,80.205,Velachery (Urban),Urban,0.3397738995374485,26.098197843972894,0.9336559880480859
2023-01-03,13.045,80.08500000000001,Poonamallee (Rural),Rural,0.2881738663040928,21.809062470051337,0.5614069463118787
2023-01-03,13.045,80.09,Poonamallee (Rural),Rural,0.29495355577637644,19.66913922241311,0.3790262114456537
2023-01-03,13.045,80.095,Poonamallee (Rural),Rural,0.2320783017427405,22.31156446418557,0.63987302850917
2023-01-03,13.05,80.08500000000001,Poonamallee (Rural),Rural,0.29431892794415737,14.070503586335098,0.3872477480180339
2023-01-03,13.05,80.09,Poonamallee (Rural),Rural,0.29112019464695277,18.600993635113287,0.4931526592898729
2023-01-03,13.05,80.095,Poonamallee (Rural),Rural,0.27848981173703696,13.330127059796677,0.505320358678933
2023-01-03,13.055000000000001,80.08500000000001,Poonamallee (Rural),Rural,0.23077087888451472,18.28203863605193,0.6380642880116242
2023-01-03,13.055000000000001,80.09,Poonamallee (Rural),Rural,0.3098076934961703,19.602425378239467,0.5422853133722279
2023-01-03,13.055000000000001,80.095,Poonamallee (Rural),Rural,0.2453616424408496,18.385335026889265,0.3562308323515176
2023-01-03,13.125,79.905,Thiruvallur (Rural),Rural,0.2211655711741045,19.568903714425677,0.4987952700991537
2023-01-03,13.125,79.91,Thiruvallur (Rural),Rural,0.2870051957419588,20.319909737195243,0.6351280773948111
2023-01-03,13.125,79.91499999999999,Thiruvallur (Rural),Rural,0.24483079649938305,19.158289367092017,0.493042854923084
2023-01-03,13.13,79.905,Thiruvallur (Rural),Rural,0.30215219889673606,18.05331043600044,0.4821389769711468
2023-01-03,13.13,79.91,Thiruvallur (Rural),Rural,0.21431610571276072,15.894808305961826,0.5649660568278763
2023-01-03,13.13,79.91499999999999,Thiruvallur (Rural),Rural,0.2953019519978103,20.093347972455202,0.42435687447781184
2023-01-03,13.135000000000002,79.905,Thiruvallur (Rural),Rural,0.3148874337242863,13.34346546210302,0.37451760095538583
2023-01-03,13.135000000000002,79.91,Thiruvallur (Rural),Rural,0.27986609127503026,14.739581068130141,0.5077056085168248
2023-01-03,13.135000000000002,79.91499999999999,Thiruvallur (Rural),Rural,0.1974981618600569,20.153456217456352,0.3610432803147599
2023-01-03,12.965,79.935,Sriperumbudur (Rural),Rural,0.321237329317938,15.181405196623121,0.3719369629333075
2023-01-03,12.965,79.94,Sriperumbudur (Rural),Rural,0.2896779317895961,21.710866553307753,0.4274642006145868
2023-01-03,12.965,79.945,Sriperumbudur (Rural),Rural,0.24260925975051134,18.95915702520116,0.5396444435166171
2023-01-03,12.97,79.935,Sriperumbudur (Rural),Rural,0.2046971322418436,20.036390127181033,0.44339783017932943
2023-01-03,12.97,79.94,Sriperumbudur (Rural),Rural,0.19610759817243903,21.441156041385767,0.4636544017125491
2023-01-03,12.97,79.945,Sriperumbudur (Rural),Rural,0.22543002482299662,21.14501351526703,0.3883229799566144
2023-01-03,12.975000000000001,79.935,Sriperumbudur (Rural),Rural,0.31148331076058244,14.312056163498562,0.6494552332652699
2023-01-03,12.975000000000001,79.94,Sriperumbudur (Rural),Rural,0.1898375593465205,18.78338742218507,0.46941575334819563
2023-01-03,12.975000000000001,79.945,Sriperumbudur (Rural),Rural,0.21319932959732096,21.44451887570953,0.6486640058378571
2023-01-03,12.834999999999999,79.69500000000001,Kanchipuram (Rural),Rural,0.288582738072602,18.58228157391688,0.4720857951402556
2023-01-03,12.834999999999999,79.7,Kanchipuram (Rural),Rural,0.30153331820885076,20.5989015816712,0.3638312846734653
2023-01-03,12.834999999999999,79.705,Kanchipuram (Rural),Rural,0.2796172861954592,17.380464859641734,0.42843244174400064
2023-01-03,12.84,79.69500000000001,Kanchipuram (Rural),Rural,0.2198099376639505,16.597255992360367,0.5706041085878746
2023-01-03,12.84,79.7,Kanchipuram (Rural),Rural,0.21018550641149947,23.123340792294876,0.6033213466821756
2023-01-03,12.84,79.705,Kanchipuram (Rural),Rural,0.2635209939957186,15.101935656889914,0.4842114387269789
2023-01-03,12.845,79.69500000000001,Kanchipuram (Rural),Rural,0.30826823871579523,19.09721088171285,0.45149642652961447
2023-01-03,12.845,79.7,Kanchipuram (Rural),Rural,0.18690796105691326,13.860972079704602,0.434552628243161
2023-01-03,12.845,79.705,Kanchipuram (Rural),Rural,0.28349731560722213,22.49596527641051,0.4437315366826281
2023-01-04,13.225,80.315,Manali (Urban),Urban,0.39903635415598737,33.80517802382014,0.8986065669778948
2023-01-04,13.225,80.32,Manali (Urban),Urban,0.5024033826510153,33.033301530011215,0.6343881557564147
2023-01-04,13.225,80.32499999999999,Manali (Urban),Urban,0.3515994300661176,21.573087933051152,0.723988387777865
2023-01-04,13.23,80.315,Manali (Urban),Urban,0.3933353415192969,31.0578007628219,0.9146713185765973
2023-01-04,13.23,80.32,Manali (Urban),Urban,0.37915545859544286,33.74817556862723,0.6622565970359386
2023-01-04,13.23,80.32499999999999,Manali (Urban),Urban,0.4814575864909675,21.86715308889668,1.008102471505362
2023-01-04,13.235000000000001,80.315,Manali (Urban),Urban,0.43642037403127576,27.02702469619897,0.717909764282735
2023-01-04,13.235000000000001,80.32,Manali (Urban),Urban,0.4526948026386731,24.500088098015947,0.9622979921223874
2023-01-04,13.235000000000001,80.32499999999999,Manali (Urban),Urban,0.38827662634451476,30.77477835800874,0.5757412945548147
2023-01-04,13.094999999999999,80.28500000000001,Adyar (Urban),Urban,0.38707257997777134,32.211274653618,0.842926033102197
2023-01-04,13.094999999999999,80.29,Adyar (Urban),Urban,0.3365590339020539,21.223202674239978,0.9730033711906924
2023-01-04,13.094999999999999,80.295,Adyar (Urban),Urban,0.3253338677391677,31.664963445356506,0.7222079125289983
2023-01-04,13.1,80.28500000000001,Adyar (Urban),Urban,0.4692476522986463,31.95320383577647,0.8388816857075638
2023-01-04,13.1,80.29,Adyar (Urban),Urban,0.3839447630320669,37.42826405600543,0.8116731185397157
2023-01-04,13.1,80.295,Adyar (Urban),Urban,0.4523787677211026,21.93709521343218,0.6921467453729351
2023-01-04,13.105,80.28500000000001,Adyar (Urban),Urban,0.3015150033432774,28.823062859664944,0.9599396023851283
2023-01-04,13.105,80.29,Adyar (Urban),Urban,0.5026592468112081,22.731770077231772,0.9093208751777657
2023-01-04,13.105,80.295,Adyar (Urban),Urban,0.4587654388195582,25.668943493911716,0.7315667843760436
2023-01-04,13.055,80.245,Anna Nagar (Urban),Urban,0.49709756246543985,26.417692520278006,1.0093417319651148
2023-01-04,13.055,80.25,Anna Nagar (Urban),Urban,0.36702275769172155,30.704778609721597,0.9193597469822463
2023-01-04,13.055,80.255,Anna Nagar (Urban),Urban,0.3015572296416844,32.78448571478604,0.6372204983153668
2023-01-04,13.06,80.245,Anna Nagar (Urban),Urban,0.3042980537301216,22.077272586501888,0.8113711546778901
2023-01-04,13.06,80.25,Anna Nagar (Urban),Urban,0.42026149693669507,28.18197265766448,0.9080440182852012
2023-01-04,13.06,80.255,Anna Nagar (Urban),Urban,0.47678717703143764,30.550527019763646,0.8956444752387567
2023-01-04,13.065000000000001,80.245,Anna Nagar (Urban),Urban,0.37188606973605304,32.62734742321559,0.8010267946075991
