date,value,latitude,longitude,nearest_sat_lat,nearest_sat_lon,latitude_sat,longitude_sat,aod_550,trop_no2,trop_co,location_ground,parameter,unit,location_sat,location_type,month,day_of_week,hour,value_lag1,value_lag3,value_rolling_mean_3,value_rolling_mean_7,latitude_orig,longitude_orig
2025-10-22 13:00:00,52.65331483587041,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,0.215166093804154,0.3314145150798918,0.009666960574535635,-0.4742558242180379,1.0313009363261838,13.0627,80.25070000000001
2025-10-22 14:00:00,50.085827768110654,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,0.3596118606875758,0.40682345450324214,-1.725702514379794,0.4455015780906777,0.8378473447460009,13.0627,80.25070000000001
2025-10-22 15:00:00,53.02148466424516,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,0.5040576275709976,0.18877795818510448,0.33335338488772776,0.49679051873092095,0.3257284322360366,13.0627,80.25070000000001
2025-10-22 16:00:00,41.67525925805254,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,0.6485033944544194,0.43809051479943323,0.4088875466726184,0.04853949658407264,-0.2992231116908544,13.0627,80.25070000000001
2025-10-22 17:00:00,48.67717923964398,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,0.7929491613378412,-0.5254950008189174,0.19047996898613154,-0.008977805843024489,-0.27867317375908124,13.0627,80.25070000000001
2025-10-22 18:00:00,51.339591346384815,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,0.9373949282212629,0.06914757274548834,0.4402065283346137,-0.07765211647378804,0.4029675178824844,13.0627,80.25070000000001
2025-10-22 19:00:00,48.371576665719836,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,1.0818406951046848,0.295254639264915,-0.5249790953708467,0.1957689006935554,0.3056837921450468,13.0627,80.25070000000001
2025-10-22 20:00:00,47.500064118051796,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,1.2262864619881066,0.04319407691521204,0.07065092806228143,0.14770546608093135,0.15796506760389434,13.0627,80.25070000000001
2025-10-22 21:00:00,66.62063860869524,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,1.3707322288715285,-0.03081968868072189,0.2971334628093083,0.7716543071348458,0.6319379638681596,13.0627,80.25070000000001
2025-10-22 22:00:00,50.08980366076327,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,1.51517799575495,1.593007440597885,0.04465433444992594,0.8418121781119959,0.5479008769283675,13.0627,80.25070000000001
2025-10-22 23:00:00,47.860510063802195,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,-0.4896392587460122,1.6596237626383719,0.18911561343471955,-0.029482336713773313,0.8565297446670215,0.7252020427407007,13.0627,80.25070000000001
2025-10-23 00:00:00,47.25051388941032,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-1.6626288756803294,-0.0002085841014950686,1.5970412827875613,0.06561753412260492,0.6843064610149993,13.0627,80.25070000000001
2025-10-23 01:00:00,46.75638471300772,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-1.5181831087969075,-0.0520129029109743,0.19081818493833794,-0.0704911273779133,0.5529281378431737,13.0627,80.25070000000001
2025-10-23 02:00:00,44.44389691218285,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-1.3737373419134857,-0.09397714213418801,0.0011795999661842421,-0.20999673714985387,0.44034059352043253,13.0627,80.25070000000001
2025-10-23 03:00:00,35.881182056370776,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-1.229291575030064,-0.29036666112812687,-0.05071074391126321,-0.6742241751657638,0.10728355191153083,13.0627,80.25070000000001
2025-10-23 04:00:00,47.2904162509316,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-1.084845808146642,-1.0175607467424808,-0.09274466799115245,-0.6524188398733537,-0.44682024550557725,13.0627,80.25070000000001
2025-10-23 05:00:00,30.625707281349662,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.9404000412632204,-0.04862416910529072,-0.2894603069323844,-1.2166369368153562,-1.0047615623468733,13.0627,80.25070000000001
2025-10-23 06:00:00,43.9205556778848,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.7959542743797986,-1.463885333961067,-1.0178619544272665,-0.8883768530765229,-1.1177009608949822,13.0627,80.25070000000001
2025-10-23 07:00:00,70.29073701198033,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.6515085074963768,-0.33481175322194345,-0.04731638285166221,0.05076188763795683,-0.45724942085224524,13.0627,80.25070000000001
2025-10-23 08:00:00,51.101326583522564,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.507062740612955,1.9046929162248183,-1.4649276980558534,0.886813155207973,-0.3327009937596866,13.0627,80.25070000000001
2025-10-23 09:00:00,57.13472999149937,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.36261697372953317,0.27501985049974564,-0.33397920353046023,1.4263683706937484,0.031083688665950657,13.0627,80.25070000000001
2025-10-23 10:00:00,48.87262610667926,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.21817120684611138,0.787410528957077,1.909244336192597,0.551833710370587,0.40348543081749133,13.0627,80.25070000000001
2025-10-23 11:00:00,32.57978433287806,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,-0.0737254399626896,0.08574602407234046,0.27686507261632654,-0.20442956291461506,-0.01819709602240471,13.0627,80.25070000000001
2025-10-23 12:00:00,47.029330537932005,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.0707203269207322,-1.297934079173963,0.7901066153250089,-0.6170486831362813,0.45201528796609775,13.0627,80.25070000000001
2025-10-23 13:00:00,33.879045338071414,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.215166093804154,-0.07079704178980405,0.08727694239809447,-1.2292598217599482,0.1641738494086643,13.0627,80.25070000000001
2025-10-23 14:00:00,30.307879904911577,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.3596118606875758,-1.1875934997484252,-1.2987008684074148,-1.3220252003679471,-0.9819409000533085,13.0627,80.25070000000001
2025-10-23 15:00:00,42.602098265473174,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.5040576275709976,-1.4908770290348816,-0.06952607530185474,-1.5027959550197136,-1.2255725872105303,13.0627,80.25070000000001
2025-10-23 16:00:00,42.56341393596474,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.6485033944544194,-0.44678259992009733,-1.1881770599372168,-1.1481997268341546,-1.6432616034206236,13.0627,80.25070000000001
2025-10-23 17:00:00,37.312961475974255,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.7929491613378412,-0.4500678915709569,-1.491964214921686,-0.8621713903775954,-1.9746211682612909,13.0627,80.25070000000001
2025-10-23 18:00:00,69.55123654079561,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,0.9373949282212629,-0.8959659554441012,-0.44613598645785196,0.23820368900337094,-0.9148288034722515,13.0627,80.25070000000001
2025-10-23 19:00:00,78.64699641821569,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,1.0818406951046848,1.8418903614264954,-0.4494267335889505,1.71155228117766,-0.008503547327734522,13.0627,80.25070000000001
2025-10-23 20:00:00,59.66547568409084,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,1.2262864619881066,2.6143536395349107,-0.8960652455971753,2.6242400764176055,0.7306684452190808,13.0627,80.25070000000001
2025-10-23 21:00:00,42.942410509647004,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,1.3707322288715285,1.0023357402756998,1.8463374929069576,1.5377604733547072,1.0928392085499457,13.0627,80.25070000000001
2025-10-23 22:00:00,33.92376706693631,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,1.51517799575495,-0.4178813629418064,2.6200835058824525,-0.28835828950946174,0.8440735097724906,13.0627,80.25070000000001
2025-10-23 23:00:00,37.027522240419614,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.024232510622073374,1.6596237626383719,-1.1837954780606046,1.0053887265380164,-1.2127010110877943,0.6853863227438629,13.0627,80.25070000000001
2025-10-24 00:00:00,42.225781268375485,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-1.6626288756803294,-0.9202070667496735,-0.417186756745894,-1.241962093583072,0.8262130578228902,13.0627,80.25070000000001
2025-10-24 01:00:00,39.15412976369317,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-1.5181831087969075,-0.4787415637783701,-1.1843727313413748,-1.0283982790805022,-0.045124683872621404,13.0627,80.25070000000001
2025-10-24 02:00:00,40.98992496482234,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-1.3737373419134857,-0.7396035502962629,-0.9203466111382168,-0.8666072352311843,-1.1245704298007464,13.0627,80.25070000000001
2025-10-24 03:00:00,29.14872540743369,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-1.229291575030064,-0.5836974579949165,-0.47814802064117257,-1.400563691799219,-1.9993377708155275,13.0627,80.25070000000001
2025-10-24 04:00:00,39.94309920110654,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-1.084845808146642,-1.5893189728661705,-0.7394431886125858,-1.368348846988472,-2.085313490853266,13.0627,80.25070000000001
2025-10-24 05:00:00,40.58532514354026,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.9404000412632204,-0.6725998116130745,-0.5832782022171735,-1.3848692847075685,-1.8943589038524402,13.0627,80.25070000000001
2025-10-24 06:00:00,47.854657092871946,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.7959542743797986,-0.6180583589511415,-1.5905696291952784,-0.6210771050478726,-1.5839974177890668,13.0627,80.25070000000001
2025-10-24 07:00:00,64.77731899369795,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.6515085074963768,-0.0007056514353279668,-0.6723281850521283,0.3929425751532072,-0.9375541198319897,13.0627,80.25070000000001
2025-10-24 08:00:00,56.413810433393444,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.507062740612955,1.436462332592436,-0.6176961621003015,1.0392441592469674,-0.44280271841075675,13.0627,80.25070000000001
2025-10-24 09:00:00,71.2172043797723,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.36261697372953317,0.7261859701943265,0.0006817072136959029,1.9931731703614048,0.42366689582442824,13.0627,80.25070000000001
2025-10-24 10:00:00,68.58884162121886,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.21817120684611138,1.9833737553883133,1.4402362195531713,2.1488035460332413,1.5542238940916129,13.0627,80.25070000000001
2025-10-24 11:00:00,41.39741010420857,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,-0.0737254399626896,1.7601583517395814,0.7287803884590978,1.5356606493872986,1.595911939842949,13.0627,80.25070000000001
2025-10-24 12:00:00,38.05257467969854,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.0707203269207322,-0.5490915195364764,1.9880558309595704,0.18149742286675183,1.5233102581886764,13.0627,80.25070000000001
2025-10-24 13:00:00,50.33007360553113,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.215166093804154,-0.8331538267620965,1.7644697609125202,-0.5640363711788636,1.5942684533127272,13.0627,80.25070000000001
2025-10-24 14:00:00,47.525313024228176,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.3596118606875758,0.2095206935673926,-0.5486147979281539,-0.31382459842507415,1.0997370483541855,13.0627,80.25070000000001
2025-10-24 15:00:00,30.074083079815015,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.5040576275709976,-0.028675409027729325,-0.8331488125296814,-0.6395987748706896,0.34470471197305247,13.0627,80.25070000000001
2025-10-24 16:00:00,55.90844414311044,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.6485033944544194,-1.5107323753016362,0.2112571492807767,-0.41182526091287347,-0.09412325512870778,13.0627,80.25070000000001
2025-10-24 17:00:00,25.495827013329087,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.7929491613378412,0.6832674118222439,-0.027334496318990664,-1.3113233142574006,-1.3293911477814027,13.0627,80.25070000000001
2025-10-24 18:00:00,61.17899702926278,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,0.9373949282212629,-1.8995437266123483,-1.5118525325227112,-0.04126147381615085,-0.7623489156103437,13.0627,80.25070000000001
2025-10-24 19:00:00,61.178623614643804,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,1.0818406951046848,1.1308725173602536,0.6857905605097694,0.17392812130536892,-0.09943716545344648,13.0627,80.25070000000001
2025-10-24 20:00:00,46.20894222219053,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,1.2262864619881066,1.1308408048827305,-1.9013095350781841,1.019676714797467,-0.21757003050280946,13.0627,80.25070000000001
2025-10-24 21:00:00,65.99545041627765,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,1.3707322288715285,-0.1404690489931483,1.1341389488572382,1.2163399707400273,0.31187929906684775,13.0627,80.25070000000001
2025-10-24 22:00:00,50.38516034179753,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,1.51517799575495,1.5399129298524505,1.1341071837186998,0.7756261384714274,0.8940994531964609,13.0627,80.25070000000001
2025-10-24 23:00:00,44.57887760003018,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,0.538104279990159,1.6596237626383719,0.21419897019849293,-0.13931377824819666,0.7090680738060243,0.5693356854331134,13.0627,80.25070000000001
2025-10-25 00:00:00,48.32340097335224,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-1.6626288756803294,-0.27890333909444837,1.5438586045109137,-0.012509091664611706,1.2236916045200246,13.0627,80.25070000000001
2025-10-25 01:00:00,35.67239189827888,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-1.5181831087969075,0.03910272514769277,0.21594319455114136,-0.613254227874609,0.4925408448071888,13.0627,80.25070000000001
2025-10-25 02:00:00,41.99214768841172,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-1.3737373419134857,-1.0352923856742446,-0.2779779491680998,-0.7188744188712446,-0.05744243903782564,13.0627,80.25070000000001
2025-10-25 03:00:00,39.740840197152444,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-1.229291575030064,-0.49858304634686157,0.04055618867715824,-1.069313675923512,-0.24285157856153294,13.0627,80.25070000000001
2025-10-25 04:00:00,56.54994188447437,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-1.084845808146642,-0.6897767880643966,-1.0356230381134321,-0.2168509556451172,-0.5136085336105191,13.0627,80.25070000000001
2025-10-25 05:00:00,44.51255843298125,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-0.9404000412632204,0.7377470215383353,-0.4980224515221942,-0.11393867901518294,-0.6819475706980652,13.0627,80.25070000000001
2025-10-25 06:00:00,49.765212818171356,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-0.7959542743797986,-0.2845355371593084,-0.6895336851980124,0.29537199006468423,-0.5332804738658373,13.0627,80.25070000000001
2025-10-25 07:00:00,67.74769406434544,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-0.6515085074963768,0.1615495266325641,0.740360637820772,0.7525935649414263,0.023519875590020646,13.0627,80.25070000000001
2025-10-25 08:00:00,66.38526968717656,13.0627,80.25070000000001,13.065,80.25,,,0.0,0.0,0.0,Anna Nagar (Urban),pm25,µg/m³,,,-1.3938641048743385,1.0519760493582446,-0.507062740612955,1.6887233525848295,-0.2836194999323578,1.6456902620128715,0.9039092419131035,13.0627,80.25070000000001
